WAYBILL,Direccion_Destino,CITY,STATE,POSTAL_CODE,COUNTRY,DISTANCE_BILLED,Pure_Freight,Fuel_Cost,Team_D.15mILE,Total_Feight_Inv,Origen,CARRIER,FULL_Direccion_Destino,%Truck_used,WH_Address
22810069,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1361,2191.21,571.62,204.15,2966.98,,BRONCO,LAUREL MD 20707-4512 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810099,IRVING TX 75062-4913 US,IRVING,TX,75062-4913,US,5.3,400,2.07,0.8,402.86,,BRONCO,IRVING TX 75062-4913 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810100,HAMILTON TOWNSHIP NJ 08611-3226 US,HAMILTON TOWNSHIP,NJ,08611-3226,US,1515.5,2515.73,666.82,0,3182.55,,BRONCO,HAMILTON TOWNSHIP NJ 08611-3226 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810111,ANAHEIM CA 92801-1149 US,ANAHEIM,CA,92801-1149,US,1416.9,1771.13,595.1,212.54,2578.76,,BRONCO,ANAHEIM CA 92801-1149 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810114,EAST HAVEN CT 6512 US,EAST HAVEN,CT,6512,US,1645.7,2583.75,740.57,0,3324.31,,BRONCO,EAST HAVEN CT 6512 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810155,COLUMBIA SC 29203 US,COLUMBIA,SC,29203,US,1022,1246.84,398.58,0,1645.42,,BRONCO,COLUMBIA SC 29203 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810183,BUDD LAKE NJ 07828-4301 US,BUDD LAKE,NJ,07828-4301,US,1526.3,2533.66,671.57,0,3205.23,,BRONCO,BUDD LAKE NJ 07828-4301 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810199,CINCINNATI OH 45241 US,CINCINNATI,OH,45241,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810204,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810205,RAYTOWN MO 64133-2805 US,RAYTOWN,MO,64133-2805,US,500.5,1101.1,195.2,75.08,1371.37,,BRONCO,RAYTOWN MO 64133-2805 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810218,LEES SUMMIT MO 64086 US,LEES SUMMIT,MO,64086,US,788.49,1734.68,307.51,0,2042.19,,BRONCO,LEES SUMMIT MO 64086 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810249,CHINO CA 91710-5740 US,CHINO,CA,91710-5740,US,1403.5,1754.38,589.47,210.53,2554.37,,BRONCO,CHINO CA 91710-5740 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810255,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,0,1080.03,,BRONCO,SPRINGFIELD MO 65803-9565 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810257,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,62.55,1142.58,,BRONCO,SPRINGFIELD MO 65803-9565 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810258,BUXTON ME 4093 US,BUXTON,ME,4093,US,1881.7,3895.12,922.03,0,4817.15,,BRONCO,BUXTON ME 4093 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810259,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810566,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,257.25,5419.4,,BRONCO,COPPELL TX 75019-7611 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810580,OLATHE KS 66061-5880 US,OLATHE,KS,66061-5880,US,475.6,1307.9,185.48,0,1493.38,,BRONCO,OLATHE KS 66061-5880 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810581,MANASQUAN NJ 08736-1047 US,MANASQUAN,NJ,08736-1047,US,1546.1,2566.53,680.28,0,3246.81,,BRONCO,MANASQUAN NJ 08736-1047 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810650,HOPWOOD PA 15445 US,HOPWOOD,PA,15445,US,1242.7,2000.75,497.08,0,2497.83,,BRONCO,HOPWOOD PA 15445 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810701,EAST SYRACUSE NY 13057-9657 US,EAST SYRACUSE,NY,13057-9657,US,1535.2,2962.94,675.49,230.28,3868.7,,BRONCO,EAST SYRACUSE NY 13057-9657 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22810977,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,257.25,5419.4,,BRONCO,COPPELL TX 75019-7611 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22811074,HOUSTON TX 77032-2530 US,HOUSTON,TX,77032-2530,US,259.4,661.47,101.17,0,762.64,,BRONCO,HOUSTON TX 77032-2530 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22813121,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,3069.26,384.89,0,3454.15,,BRONCO,MARSHALL WI 53559 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22813130,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2115,3637.8,1099.8,0,4737.6,,BRONCO,PORTLAND OR 97220 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22813156,CENTENNIAL CO 80112-4233 US,CENTENNIAL,CO,80112-4233,US,770.5,2396.26,300.5,115.58,2812.33,,BRONCO,CENTENNIAL CO 80112-4233 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22813985,FENTON MO 63026-2838 US,FENTON,MO,63026-2838,US,612.2,1346.84,238.76,0,1585.6,,BRONCO,FENTON MO 63026-2838 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22814017,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,257.25,5419.4,,BRONCO,COPPELL TX 75019-7611 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22814018,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,176.47,2647.05,,BRONCO,DES MOINES IA 50321-1250 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22814145,SAN ANTONIO TX 78216-2825 US,SAN ANTONIO,TX,78216-2825,US,292.5,745.88,114.08,43.88,903.83,,BRONCO,SAN ANTONIO TX 78216-2825 US,89%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22814166,POMPANO BEACH FL 33069-1028 US,POMPANO BEACH,FL,33069-1028,US,1293.3,1797.69,530.25,0,2327.94,,BRONCO,POMPANO BEACH FL 33069-1028 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22814168,AUSTELL GA 30106 US,AUSTELL,GA,30106,US,792.2,2350,308.96,0,2658.96,,BRONCO,AUSTELL GA 30106 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22815092,COPPELL TX 75019-7611 US,COPPELL,TX,75019-7611,US,1715,4373.25,788.9,0,5162.15,,BRONCO,COPPELL TX 75019-7611 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22816596,SAINT PETERSBURG FL 33710 US,SAINT PETERSBURG,FL,33710,US,1101.7,1531.36,429.66,0,1961.03,,BRONCO,SAINT PETERSBURG FL 33710 US,56%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22816610,LOUISVILLE OH 44641-9527 US,LOUISVILLE,OH,44641-9527,US,1207.2,1991.88,482.88,0,2474.76,,BRONCO,LOUISVILLE OH 44641-9527 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22816620,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,0,1080.03,,BRONCO,SPRINGFIELD MO 65803-9565 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22816737,AUSTELL GA 30168-3520 US,AUSTELL,GA,30168-3520,US,792.2,2350,308.96,0,2658.96,,BRONCO,AUSTELL GA 30168-3520 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22816746,MAGNOLIA TX 77355-6350 US,MAGNOLIA,TX,77355-6350,US,244.5,623.48,95.36,0,718.83,,BRONCO,MAGNOLIA TX 77355-6350 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817151,KENT WA 98032-1195 US,KENT,WA,98032-1195,US,2107.2,6553.39,1095.74,316.08,7965.22,,BRONCO,KENT WA 98032-1195 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817185,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.1,3568.2,838.53,0,4406.73,,BRONCO,WILMINGTON MA 1887 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817247,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.1,3568.2,838.53,0,4406.73,,BRONCO,WILMINGTON MA 1887 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817259,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1361,2191.21,571.62,0,2762.83,,BRONCO,LAUREL MD 20707-4512 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817332,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817335,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,3069.26,384.89,0,3454.15,,BRONCO,MARSHALL WI 53559 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817344,ANOKA MN 55303 US,ANOKA,MN,55303,US,960,1555.2,374.4,0,1929.6,,BRONCO,ANOKA MN 55303 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817346,FRANKFORT IL 60423 US,FRANKFORT,IL,60423,US,948,2948.28,369.72,0,3318,,BRONCO,FRANKFORT IL 60423 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817347,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817891,OLATHE KS 66061-5880 US,OLATHE,KS,66061-5880,US,475.6,1307.9,185.48,0,1493.38,,BRONCO,OLATHE KS 66061-5880 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817913,JACKSON MS 39202-3407 US,JACKSON,MS,39202-3407,US,426.2,677.66,166.22,0,843.88,,BRONCO,JACKSON MS 39202-3407 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817943,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1787,3627.61,839.89,0,4467.5,,BRONCO,NASHUA NH 03062-1924 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817944,WHARTON NJ 07885-1800 US,WHARTON,NJ,07885-1800,US,1528.6,2537.48,672.58,0,3210.06,,BRONCO,WHARTON NJ 07885-1800 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22817959,LOUISVILLE OH 44641-9527 US,LOUISVILLE,OH,44641-9527,US,1207.2,1991.88,482.88,0,2474.76,,BRONCO,LOUISVILLE OH 44641-9527 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818548,HOPWOOD PA 15445 US,HOPWOOD,PA,15445,US,1242.7,2000.75,497.08,0,2497.83,,BRONCO,HOPWOOD PA 15445 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818572,ALBUQUERQUE NM 87113 US,ALBUQUERQUE,NM,87113,US,631.8,1964.9,246.4,0,2211.3,,BRONCO,ALBUQUERQUE NM 87113 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818644,LAKE ELSINORE CA 92530 US,LAKE ELSINORE,CA,92530,US,1392.3,1740.38,584.77,208.85,2533.99,,BRONCO,LAKE ELSINORE CA 92530 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818701,FENTON MO 63026 US,FENTON,MO,63026,US,612.2,1346.84,238.76,0,1585.6,,BRONCO,FENTON MO 63026 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818702,SHEPHERDSVILLE KY 40165-6315 US,SHEPHERDSVILLE,KY,40165-6315,US,834.1,1050.97,325.3,125.12,1501.38,,BRONCO,SHEPHERDSVILLE KY 40165-6315 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818709,MARSHALL WI 53559 US,MARSHALL,WI,53559,US,986.9,3069.26,384.89,0,3454.15,,BRONCO,MARSHALL WI 53559 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22818772,LITHONIA GA 30058-4613 US,LITHONIA,GA,30058-4613,US,829.5,2350,323.51,0,2673.51,,BRONCO,LITHONIA GA 30058-4613 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819094,PORTLAND OR 97220 US,PORTLAND,OR,97220,US,2115,3637.8,1099.8,0,4737.6,,BRONCO,PORTLAND OR 97220 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819277,ROANOKE VA 24012 US,ROANOKE,VA,24012,US,1112.4,1535.11,433.84,0,1968.95,,BRONCO,ROANOKE VA 24012 US,72%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819585,CINCINNATI OH 45241-2009 US,CINCINNATI,OH,45241-2009,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241-2009 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819587,DES MOINES IA 50321-1250 US,DES MOINES,IA,50321-1250,US,1176.47,2011.76,458.82,0,2470.58,,BRONCO,DES MOINES IA 50321-1250 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819588,IRVING TX 75062 US,IRVING,TX,75062,US,5.3,400,2.07,0,402.07,,BRONCO,IRVING TX 75062 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819613,COPPELL TX 75019 US,COPPELL,TX,75019,US,1715,4373.25,788.9,0,5162.15,,BRONCO,COPPELL TX 75019 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819614,REDMOND OR 97756-7122 US,REDMOND,OR,97756-7122,US,1934.6,3327.51,947.95,0,4275.47,,BRONCO,REDMOND OR 97756-7122 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819626,ANOKA MN 55303 US,ANOKA,MN,55303,US,960,1555.2,374.4,0,1929.6,,BRONCO,ANOKA MN 55303 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22819627,ALBUQUERQUE NM 87113 US,ALBUQUERQUE,NM,87113,US,631.8,1964.9,246.4,94.77,2306.07,,BRONCO,ALBUQUERQUE NM 87113 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22820015,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1361,2191.21,571.62,0,2762.83,,BRONCO,LAUREL MD 20707-4512 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22820040,CHICAGO IL 60611-1032 US,CHICAGO,IL,60611-1032,US,933.8,2904.12,364.18,0,3268.3,,BRONCO,CHICAGO IL 60611-1032 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22820041,CHINO CA 91710 US,CHINO,CA,91710,US,1403.5,1754.38,589.47,0,2343.85,,BRONCO,CHINO CA 91710 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22820042,SAN DIEGO CA 92115-2445 US,SAN DIEGO,CA,92115-2445,US,1358.7,1698.38,570.65,0,2269.03,,BRONCO,SAN DIEGO CA 92115-2445 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22822318,CHINO CA 91710-5740 US,CHINO,CA,91710-5740,US,1403.5,1754.38,589.47,210.53,2554.37,,BRONCO,CHINO CA 91710-5740 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22822319,BERKELEY CA 94704-1208 US,BERKELEY,CA,94704-1208,US,2743.86,3429.82,1646.31,411.58,5487.71,,BRONCO,BERKELEY CA 94704-1208 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22822373,MIAMI FL 33147-4619 US,MIAMI,FL,33147-4619,US,1336.1,1857.18,547.8,0,2404.98,,BRONCO,MIAMI FL 33147-4619 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22822411,MURFREESBORO TN 37129 US,MURFREESBORO,TN,37129,US,1135.76,2033.02,442.95,170.36,2646.33,,BRONCO,MURFREESBORO TN 37129 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22822783,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,829.9,2350,323.66,124.49,2798.15,,BRONCO,ALPHARETTA GA 30005 US,56%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823334,DAYTON OH 45409-1503 US,DAYTON,OH,45409-1503,US,996.7,1644.56,388.71,0,2033.27,,BRONCO,DAYTON OH 45409-1503 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823336,POUGHKEEPSIE NY 12603 US,POUGHKEEPSIE,NY,12603,US,1625.1,3136.44,731.3,0,3867.74,,BRONCO,POUGHKEEPSIE NY 12603 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823337,DULUTH GA 30096 US,DULUTH,GA,30096,US,828.2,2350,323,0,2673,,BRONCO,DULUTH GA 30096 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823338,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1752.4,3504.8,823.63,0,4328.43,,BRONCO,HOPKINTON MA 01748-2237 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823828,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1752.4,3504.8,823.63,262.86,4591.29,,BRONCO,HOPKINTON MA 01748-2237 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823886,BERKELEY CA 94704-1208 US,BERKELEY,CA,94704-1208,US,2743.86,3429.82,1646.31,411.58,5487.71,,BRONCO,BERKELEY CA 94704-1208 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22823887,ALPHARETTA GA 30005 US,ALPHARETTA,GA,30005,US,829.9,2350,323.66,0,2673.66,,BRONCO,ALPHARETTA GA 30005 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22824374,ROANOKE VA 24012-1138 US,ROANOKE,VA,24012-1138,US,1112.4,1535.11,433.84,0,1968.95,,BRONCO,ROANOKE VA 24012-1138 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22824375,MANASQUAN NJ 08736-1047 US,MANASQUAN,NJ,08736-1047,US,1546.1,2566.53,680.28,231.92,3478.73,,BRONCO,MANASQUAN NJ 08736-1047 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22825525,HOPKINTON MA 01748-2237 US,HOPKINTON,MA,01748-2237,US,1752.4,3504.8,823.63,0,4328.43,,BRONCO,HOPKINTON MA 01748-2237 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22825526,LONGWOOD FL 32750-7670 US,LONGWOOD,FL,32750-7670,US,1103,1533.17,430.17,0,1963.34,,BRONCO,LONGWOOD FL 32750-7670 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22825656,WICHITA KS 67211-3341 US,WICHITA,KS,67211-3341,US,344.7,947.93,134.43,0,1082.36,,BRONCO,WICHITA KS 67211-3341 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22825658,NORRIDGE IL 60706-2944 US,NORRIDGE,IL,60706-2944,US,922.82,2869.98,359.9,0,3229.88,,BRONCO,NORRIDGE IL 60706-2944 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22826634,AUSTELL GA 30168 US,AUSTELL,GA,30168,US,792.2,2350,308.96,0,2658.96,,BRONCO,AUSTELL GA 30168 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22826709,CUMBERLAND MD 21502-2358 US,CUMBERLAND,MD,21502-2358,US,1294.3,2083.82,530.66,0,2614.49,,BRONCO,CUMBERLAND MD 21502-2358 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22827175,FENTON MO 63026 US,FENTON,MO,63026,US,612.2,1346.84,238.76,0,1585.6,,BRONCO,FENTON MO 63026 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828102,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,0,6697.86,,BRONCO,SPOKANE VALLEY WA 99212 US,83%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828110,POST FALLS ID 83854-5321 US,POST FALLS,ID,83854-5321,US,1923,5980.53,942.27,0,6922.8,,BRONCO,POST FALLS ID 83854-5321 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828171,LITHONIA GA 30058 US,LITHONIA,GA,30058,US,829.5,2350,323.51,0,2673.51,,BRONCO,LITHONIA GA 30058 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828641,CINCINNATI OH 45241-2009 US,CINCINNATI,OH,45241-2009,US,961.6,1586.64,375.02,0,1961.66,,BRONCO,CINCINNATI OH 45241-2009 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828656,JACKSON MS 39202-3407 US,JACKSON,MS,39202-3407,US,426.2,677.66,166.22,0,843.88,,BRONCO,JACKSON MS 39202-3407 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828657,MANASQUAN NJ 08736-1047 US,MANASQUAN,NJ,08736-1047,US,1546.1,2566.53,680.28,0,3246.81,,BRONCO,MANASQUAN NJ 08736-1047 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828660,COLUMBUS OH 43219-6010 US,COLUMBUS,OH,43219-6010,US,1069.9,1765.34,417.26,0,2182.6,,BRONCO,COLUMBUS OH 43219-6010 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828815,WILMINGTON MA 1887 US,WILMINGTON,MA,1887,US,1784.1,3568.2,838.53,0,4406.73,,BRONCO,WILMINGTON MA 1887 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828826,SHEPHERDSVILLE KY 40165-6315 US,SHEPHERDSVILLE,KY,40165-6315,US,834.1,1050.97,325.3,0,1376.27,,BRONCO,SHEPHERDSVILLE KY 40165-6315 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828827,LONDON KY 40741-7287 US,LONDON,KY,40741-7287,US,874.1,1101.37,340.9,0,1442.27,,BRONCO,LONDON KY 40741-7287 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22828828,WYOMING PA 18644-1327 US,WYOMING,PA,18644-1327,US,1511.5,2433.52,665.06,0,3098.58,,BRONCO,WYOMING PA 18644-1327 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829085,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1526.3,2533.66,671.57,0,3205.23,,BRONCO,BUDD LAKE NJ 07828-4317 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829139,NASHUA NH 03062-1924 US,NASHUA,NH,03062-1924,US,1787,3627.61,839.89,0,4467.5,,BRONCO,NASHUA NH 03062-1924 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829219,NOVI MI 48375 US,NOVI,MI,48375,US,1162.2,1882.76,453.26,0,2336.02,,BRONCO,NOVI MI 48375 US,39%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829227,CANTON MI 48187 US,CANTON,MI,48187,US,1152.5,1867.05,449.48,0,2316.53,,BRONCO,CANTON MI 48187 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829528,LAUREL MD 20707-4512 US,LAUREL,MD,20707-4512,US,1361,2191.21,571.62,204.15,2966.98,,BRONCO,LAUREL MD 20707-4512 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829695,STOUGHTON WI 53589-3391 US,STOUGHTON,WI,53589-3391,US,976.8,3037.85,380.95,0,3418.8,,BRONCO,STOUGHTON WI 53589-3391 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829699,SPRINGFIELD MO 65803-9565 US,SPRINGFIELD,MO,65803-9565,US,417,917.4,162.63,0,1080.03,,BRONCO,SPRINGFIELD MO 65803-9565 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829705,GRAPEVINE TX 76051 US,GRAPEVINE,TX,76051,US,8,400,3.12,0,403.12,,BRONCO,GRAPEVINE TX 76051 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829717,RAYTOWN MO 64133 US,RAYTOWN,MO,64133,US,500.5,1101.1,195.2,75.08,1371.37,,BRONCO,RAYTOWN MO 64133 US,11%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829718,BUDD LAKE NJ 07828-4317 US,BUDD LAKE,NJ,07828-4317,US,1526.3,2533.66,671.57,228.95,3434.18,,BRONCO,BUDD LAKE NJ 07828-4317 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22829752,SPOKANE VALLEY WA 99212 US,SPOKANE VALLEY,WA,99212,US,1865.7,5802.33,895.54,279.86,6977.72,,BRONCO,SPOKANE VALLEY WA 99212 US,28%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830468,BIRMINGHAM AL 35203 US,BIRMINGHAM,AL,35203,US,657,1143.18,256.23,0,1399.41,,BRONCO,BIRMINGHAM AL 35203 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830482,LITHONIA GA 30058 US,LITHONIA,GA,30058,US,829.5,2350,323.51,0,2673.51,,BRONCO,LITHONIA GA 30058 US,17%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830484,CUMMING GA 30040 US,CUMMING,GA,30040,US,833.8,2350,325.18,0,2675.18,,BRONCO,CUMMING GA 30040 US,22%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830485,AUSTELL GA 30168 US,AUSTELL,GA,30168,US,792.2,2350,308.96,0,2658.96,,BRONCO,AUSTELL GA 30168 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830513,COLUMBIA MD 21046 US,COLUMBIA,MD,21046,US,1372.4,2209.56,576.41,205.86,2991.83,,BRONCO,COLUMBIA MD 21046 US,33%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
22830527,ALBANY NY 12211-2806 US,ALBANY,NY,12211-2806,US,1687.9,3257.65,776.43,0,4034.08,,BRONCO,ALBANY NY 12211-2806 US,6%,"306 Airline Dr Suite 100, Coppell, TX 75019 US"
