SERIAL_NUMBER,OH_INV,ORDER_NUMBER,DESCRIPTION,SEGMENT1,NAME,TRANSACTION_ID,SHIPMENT_NUMBER,SCHEDULE_SHIP_DATE,SCHEDULE_SHIP_DATE,SCHEDULE_ARRIVAL_DATE,ADDRESSEE,CONFIRM_DATE,ADDRESS1,CITY,STATE,POSTAL_CODE,COUNTRY,CREATION_DATE,Delivery ID,PRO#/Tracking#,TMS_REG
57-60577794,11/20/2021,6221604,SelfServ84,6684MC6909,Standard US,5068320625,104153611,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/24/2021 21:32,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/24/2021 21:33,104153611,#N/A,EMAIL
57-60578143,11/20/2021,6265286,SS84 Standardize Drive Up Catalog,6684MC8098,Standard US,5087532146,104741635,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,BANK-TEC SOUTH,12/6/2021 23:10,4150 VIKING DR,BOSSIER CITY,LA,71111-7407,US,12/6/2021 23:11,104741635,22934122,TMS
57-60578154,11/20/2021,6265396,SS84 Standardize Walk Up Catalog,6684MC8101,Standard US,5087530582,104741624,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,BANK-TEC SOUTH,12/6/2021 23:07,4150 VIKING DRIVE,BOSSIER CITY,LA,71111,US,12/6/2021 23:07,104741624,22934122,TMS
57-60578159,11/20/2021,6267497,SS84 Digitze Drive Up Catalog,6684MC7788,Standard US,5087292334,104915603,12/6/2021 23:59,12/6/2021 23:59,12/6/2021 23:59,QSI INC,12/6/2021 18:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/6/2021 18:43,104915603,#N/A,EMAIL
57-60577798,11/21/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997959,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60577797,11/21/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997957,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60577799,11/21/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997956,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60578137,11/21/2021,6256823,SelfServ84 ITM,6684MC7088,Standard US,5092317401,105117609,12/8/2021 23:59,12/8/2021 23:59,12/10/2021 23:59,Regions Bank C/o SVW/Chase Services,12/8/2021 21:34,5800 COUSINS STREET,AUSTELL,GA,30168,US,12/8/2021 21:34,105117609,22935129,TMS
57-60578136,11/21/2021,6255388,SelfServ84 ITM,6684MC7088,Standard US,5093617641,105153603,12/9/2021 23:59,12/9/2021 23:59,12/14/2021 23:59,Regions Svw,12/9/2021 11:24,19475 ALFORD RD,MAGNOLIA,TX,77355,US,12/9/2021 11:25,105153603,#N/A,EMAIL
57-60577509,11/21/2021,6247122,SelfServ84,6684MC7118,Standard US,5074764417,104151630,11/29/2021 23:59,11/29/2021 23:59,12/1/2021 23:59,QSI INC,11/29/2021 23:48,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,11/29/2021 23:48,104151630,22931357,TMS
57-60577795,11/21/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997958,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60578160,11/21/2021,6302795,SS84 Optimize Walk Up Catalog,6684MC7970,Standard US,5110305937,106013607,12/16/2021 23:59,12/16/2021 23:59,12/22/2021 23:59,Comerica Bank/TKO-Canton MI/DMS Moving,12/16/2021 19:56,7441 N HAGGERTY RD,CANTON,MI,48187-2435,US,12/16/2021 19:57,106013607,2359394,TMS
57-60578140,11/23/2021,6255566,SelfServ 88 Drive Up,6688MC2216,Standard US,5093630099,105205996,12/9/2021 23:59,12/9/2021 23:59,12/14/2021 23:59,Regions Svw,12/9/2021 11:27,19475 ALFORD RD,MAGNOLIA,TX,77355,US,12/9/2021 11:27,105205996,#N/A,EMAIL
57-60577801,11/23/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997950,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60577796,11/23/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997950,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60578176,11/23/2021,6303016,SS84 Digitize Walk Up Catalog,6684MC8116,Standard US,5110305955,106013612,12/16/2021 23:59,12/16/2021 23:59,12/22/2021 23:59,Comerica Bank/TKO-Canton MI/DMS Moving,12/16/2021 19:56,7441 N HAGGERTY RD,CANTON,MI,48187-2435,US,12/16/2021 19:57,106013612,2359394,TMS
57-60578177,11/23/2021,6302817,SS84 Digitze Drive Up Catalog,6684MC8115,Standard US,5107344697,105830700,12/15/2021 23:59,12/15/2021 23:59,12/20/2021 23:59,Comerica Bank-TKO Anaheim CA/Ace,12/15/2021 21:05,1652 N. KRAEMER BLVD,ANAHEIM,CA,92806-1410,US,12/15/2021 21:06,105830700,7857858,TMS
57-60577800,11/23/2021,6221604,SelfServ84,6684MC6909,Standard US,5071997960,104146942,11/24/2021 23:59,11/24/2021 23:59,11/30/2021 23:59,Capital One Richmond Warehouse,11/26/2021 20:01,1564 E. PARHAM RD.,HENRICO,VA,23228,US,11/26/2021 20:02,104146942,22930653,TMS
57-60578180,11/23/2021,6303017,SS84 Digitze Drive Up Catalog,6684MC8115,Standard US,5110305965,106013613,12/16/2021 23:59,12/16/2021 23:59,12/22/2021 23:59,Comerica Bank/TKO-Canton MI/DMS Moving,12/16/2021 19:56,7441 N HAGGERTY RD,CANTON,MI,48187-2435,US,12/16/2021 19:57,106013613,2359394,TMS
57-60578178,11/23/2021,6302791,SS84 Digitze Drive Up Catalog,6684MC8115,Standard US,5110305963,106013606,12/16/2021 23:59,12/16/2021 23:59,12/22/2021 23:59,Comerica Bank/TKO-Canton MI/DMS Moving,12/16/2021 19:56,7441 N HAGGERTY RD,CANTON,MI,48187-2435,US,12/16/2021 19:57,106013606,2359394,TMS
57-60578188,11/24/2021,6302793,SS84 Digitze Drive Up Catalog,6684MC8115,Standard US,5110344656,106082612,12/16/2021 23:59,12/16/2021 23:59,12/20/2021 23:59,Comerica Bank/TKO Rigging,12/16/2021 20:18,19475 ALFORD RD,MAGNOLIA,TX,77355-6350,US,12/16/2021 20:19,106082612,22938080,TMS
71-60338375,11/24/2021,6222780,6688 Digitize Dip,6688MC2196,Standard US,5083090649,104660603,12/3/2021 23:59,12/3/2021 23:59,12/6/2021 23:59,BFS,12/3/2021 23:25,500 AIRLINE DR STE 40,COPPELL,TX,75019-7611,US,12/3/2021 23:26,104660603,22933638,TMS
71-60338249,11/24/2021,6288983,6688 Digitize Dip,6688MC2196,Standard US,5087536436,104723610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723610,22934130,TMS
71-60338229,11/24/2021,6288982,6688 Digitize Dip,6688MC2196,Standard US,5087536427,104723609,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723609,22934130,TMS
71-60338010,11/24/2021,6288984,6688 Digitize Dip,6688MC2196,Standard US,5087536444,104723611,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723611,22934130,TMS
71-60338260,11/24/2021,6287457,6688 Digitize Dip,6688MC2196,Standard US,5173781159,108016386,1/24/2022 23:59,1/24/2022 23:59,1/31/2022 23:59,COOK SECURITY GROUP,1/24/2022 21:41,9225 NE CASCADES PARKWAY,PORTLAND,OR,97220,US,1/24/2022 21:42,108016386,7894199,TMS
94-60307680,11/24/2021,6289082,6688 Digitize Dip,6688MC2196,Standard US,5087536466,104723612,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723612,#N/A,EMAIL
71-60338017,11/24/2021,6288980,6688 Digitize Dip,6688MC2196,Standard US,5087536467,104723608,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723608,22934130,TMS
71-60338245,11/24/2021,6289390,6688 Digitize Dip,6688MC2196,Standard US,5087536456,104723613,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723613,22934130,TMS
94-60307692,11/24/2021,6288692,6688 Digitize Dip,6688MC2196,Standard US,5087536425,104723607,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/6/2021 23:21,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,12/6/2021 23:22,104723607,22934130,TMS
57-60578234,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634897,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60578235,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634898,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60578232,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634901,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60578233,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634900,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60578236,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634902,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60577498,11/25/2021,6257153,SS84 Standardize Walk Up Catalog,6684MC7934,Standard US,5078610285,104487603,12/1/2021 23:59,12/1/2021 23:59,12/8/2021 23:59,Fiserv,12/1/2021 21:50,28 HAGUE RD,BUXTON,ME,04093-3611,US,12/1/2021 21:50,104487603,7845218,TMS
57-60578231,11/25/2021,6251571,SelfServ84 ITM,6684MC7889,Standard US,5078634899,104493909,11/30/2021 23:59,11/30/2021 23:59,12/7/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/1/2021 22:52,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/1/2021 22:53,104493909,2354674,TMS
57-60578190,11/26/2021,6271404,SS84 Optimize Walk Up Catalog,6684MC7678,Standard US,5139164169,107091642,12/29/2021 23:59,12/29/2021 23:59,12/29/2021 23:59,QSI INC,12/29/2021 19:37,1510 FILIATREAU,BARDSTOWN,KY,40004,US,12/29/2021 19:41,107091642,#N/A,EMAIL
57-60578263,11/27/2021,6251682,6682 Catalogue Offer,6682MC2173,Standard US,5076827239,104411612,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:20,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:20,104411612,2354618,TMS
57-60578208,11/27/2021,6309788,6684 Standardize WU Dip,6684MC7002,Standard US,5107331068,105603609,12/15/2021 23:59,12/15/2021 23:59,12/22/2021 23:59,SVW/FIS GLOBAL,12/15/2021 20:59,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,12/15/2021 20:59,105603609,7857349,TMS
57-60578268,11/27/2021,6251719,6682 Catalogue Offer,6682MC2173,Standard US,5076827877,104411617,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:21,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:21,104411617,2354618,TMS
57-60578203,11/27/2021,6274655,6684 Standardize WU Dip,6684MC7002,Standard US,5089941140,104874603,12/7/2021 23:59,12/7/2021 23:59,12/13/2021 23:59,LOGIX FCU - SECURITY VAULT WORKS,12/7/2021 21:34,14355 RAMONA AVE,CHINO,CA,91710,US,12/7/2021 21:35,104874603,OMNG,TMS
57-60578267,11/27/2021,6251529,6682 Catalogue Offer,6682MC2173,Standard US,5076827220,104411610,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:19,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:19,104411610,2354618,TMS
57-60578264,11/27/2021,6251683,6682 Catalogue Offer,6682MC2173,Standard US,5076827264,104411613,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:20,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:20,104411613,2354618,TMS
57-60578195,11/27/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5076794995,104514609,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:58,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:58,104514609,#N/A,EMAIL
57-60578202,11/27/2021,6306141,6684 Standardize WU Dip,6684MC7002,Standard US,5094584741,105131633,12/9/2021 23:59,12/9/2021 23:59,12/13/2021 23:59,CARDTRONICS,12/9/2021 21:45,15350 VICKERY DR,HOUSTON,TX,77032,US,12/9/2021 21:46,105131633,2357657,TMS
57-60578266,11/27/2021,6251569,6682 Catalogue Offer,6682MC2173,Standard US,5076827228,104411611,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:19,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:20,104411611,2354618,TMS
57-60578193,11/27/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5076794995,104514609,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:58,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:58,104514609,#N/A,EMAIL
57-60578194,11/27/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5076794995,104514609,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:58,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:58,104514609,#N/A,EMAIL
57-60578271,11/27/2021,6251696,6682 Catalogue Offer,6682MC2173,Standard US,5076827727,104411615,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:20,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:21,104411615,2354618,TMS
57-60578265,11/27/2021,6251685,6682 Catalogue Offer,6682MC2173,Standard US,5076827328,104411614,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:20,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:21,104411614,2354618,TMS
57-60578269,11/27/2021,6251711,6682 Catalogue Offer,6682MC2173,Standard US,5076827821,104411616,11/30/2021 23:59,11/30/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 23:21,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 23:21,104411616,2354618,TMS
57-60578342,11/27/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5076793372,104514610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:57,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:57,104514610,#N/A,EMAIL
57-60578204,11/27/2021,6252707,6684 Standardize WU Dip,6684MC7002,Standard US,5074789481,104400604,11/29/2021 23:59,11/29/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 0:41,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,11/30/2021 0:41,104400604,7843886,TMS
57-60578210,11/27/2021,6284894,6684 Standardize WU Dip,6684MC7002,Standard US,5074788521,104400603,11/29/2021 23:59,11/29/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP,11/30/2021 0:38,1379 PICO ST STE 103,CORONA,CA,92881-6475,US,11/30/2021 0:38,104400603,7843881,TMS
57-60578340,11/27/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5076793372,104514610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:57,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:57,104514610,#N/A,EMAIL
57-60578346,11/27/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5076793372,104514610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:57,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:57,104514610,#N/A,EMAIL
57-60578347,11/27/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5076793372,104514610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:57,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:57,104514610,#N/A,EMAIL
57-60578192,11/27/2021,6262608,SelfServ84 ITM,6684MC8091,Standard US,5076794995,104514609,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:58,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:58,104514609,#N/A,EMAIL
57-60578206,11/27/2021,6289069,6684 Standardize WU Dip,6684MC7002,Standard US,5074788681,104400605,11/29/2021 23:59,11/29/2021 23:59,12/6/2021 23:59,ADT Commercial,11/30/2021 0:38,14 JETWAY DR,ALBANY,NY,12211-2806,US,11/30/2021 0:38,104400605,7843882,TMS
57-60578209,11/27/2021,6285552,6684 Standardize WU Dip,6684MC7002,Standard US,5078611591,104495603,12/1/2021 23:59,12/1/2021 23:59,12/6/2021 23:59,COOK SECURITY GROUP INC,12/1/2021 21:54,2825 CORDELIA RD UNIT 600,FAIRFIELD,CA,94534-1351,US,12/1/2021 21:54,104495603,7845217,TMS
57-60578345,11/27/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5076793372,104514610,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,11/30/2021 21:57,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,11/30/2021 21:57,104514610,#N/A,EMAIL
57-60578341,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985690,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60578403,11/28/2021,6274732,SS84 Standardize Walk Up Catalog,6684MC8142,Standard US,5087516094,104723604,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP INC,12/6/2021 22:32,2825 CORDELIA RD UNIT 600,FAIRFIELD,CA,94534-1351,US,12/6/2021 22:32,104723604,7847009,TMS
57-60578352,11/28/2021,6205752,SelfServ84,6684MC7600,Standard US,5104332694,105664604,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:26,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/14/2021 19:27,105664604,#N/A,EMAIL
57-60578357,11/28/2021,6274970,SelfServ84,6684MC8137,Standard US,5087505097,104723605,12/6/2021 23:59,12/6/2021 23:59,12/9/2021 23:59,JT Logistics,12/6/2021 22:04,5701 PARK AVE,DES MOINES,IA,50321-1250,US,12/6/2021 22:04,104723605,7847725,TMS
57-60578361,11/28/2021,6282603,SelfServ84,6684MC8166,Standard US,5087553978,104723352,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:07,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:07,104723352,22934176,TMS
57-60578406,11/28/2021,6272884,SS84 Standardize Walk Up Catalog,6684MC8142,Standard US,5087552680,104722839,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:04,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:04,104722839,22934176,TMS
57-60578351,11/28/2021,6205752,SelfServ84,6684MC7600,Standard US,5104332696,105664604,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:26,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/14/2021 19:27,105664604,#N/A,EMAIL
57-60578348,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985690,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60578270,11/28/2021,6252377,6682 Catalogue Offer,6682MC2173,Standard US,5080814101,104562933,12/2/2021 23:59,12/2/2021 23:59,12/7/2021 23:59,COOK SECURITY GROUP INC,12/2/2021 22:33,2825 CORDELIA RD UNIT 600,FAIRFIELD,CA,94534-1351,US,12/2/2021 22:33,104562933,7845609,TMS
57-60578354,11/28/2021,6205752,SelfServ84,6684MC7600,Standard US,5104332693,105664604,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:26,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/14/2021 19:27,105664604,#N/A,EMAIL
57-60578343,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985690,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60578355,11/28/2021,6258020,SS84 Optimize Walk Up Catalog,6684MC8064,Standard US,5107337061,105809662,12/15/2021 23:59,12/15/2021 23:59,12/22/2021 23:59,Premier Security Group,12/15/2021 21:02,725 E 26TH AVE STE 3,APACHE JUNCTION,AZ,85119-7217,US,12/15/2021 21:03,105809662,7857863,TMS
57-60578404,11/28/2021,6282605,SS84 Standardize Walk Up Catalog,6684MC8142,Standard US,5087556223,104723354,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:10,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:10,104723354,22934176,TMS
57-60578405,11/28/2021,6282607,SS84 Standardize Walk Up Catalog,6684MC8142,Standard US,5087554169,104723356,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:09,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:09,104723356,22934176,TMS
57-60578407,11/28/2021,6282608,SS84 Standardize Walk Up Catalog,6684MC8142,Standard US,5087552792,104723114,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:05,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:06,104723114,22934176,TMS
57-60578359,11/28/2021,6272861,SS84 Standardize Drive Up Catalog,6684MC8141,Standard US,5101963868,105375604,12/13/2021 23:59,12/13/2021 23:59,12/20/2021 23:59,New England Money,12/14/2021 0:16,86 SOUTH ST STE 1,HOPKINTON,MA,01748-2213,US,12/14/2021 0:17,105375604,7856868,TMS
57-60578360,11/28/2021,6273915,SS84 Standardize Drive Up Catalog,6684MC8141,Standard US,5092337608,104992390,12/8/2021 23:59,12/8/2021 23:59,12/14/2021 23:59,ADT Commercial - 644,12/8/2021 21:54,185 CAMPUS DRIVE,EDISON,NJ,08837-3937,US,12/8/2021 21:55,104992390,#N/A,EMAIL
57-60578350,11/28/2021,6251572,SelfServ84 ITM,6684MC7886,Standard US,5089985687,104920610,12/7/2021 23:59,12/7/2021 23:59,12/8/2021 23:59,CARDTRONICS C/O CEVA LOGISTICS,12/7/2021 23:11,15370B VICKERY DR,HOUSTON,TX,77032-2530,US,12/7/2021 23:12,104920610,22934850,TMS
57-60578353,11/28/2021,6205752,SelfServ84,6684MC7600,Standard US,5104332695,105664604,12/14/2021 23:59,12/14/2021 23:59,12/14/2021 23:59,QSI INC,12/14/2021 19:26,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,12/14/2021 19:27,105664604,#N/A,EMAIL
57-60579020,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60579021,11/28/2021,6239693,SS88 Standardize Drive Up Catalog,6688MC2339,Standard US,5076694971,104510604,11/30/2021 23:59,11/30/2021 23:59,12/3/2021 23:59,JT Logistics,11/30/2021 20:41,5701 PARK AVE,DES MOINES,IA,50321-1250,US,11/30/2021 20:42,104510604,#N/A,EMAIL
57-60578272,11/28/2021,6252604,6682 Catalogue Offer,6682MC2173,Standard US,5087552611,104722838,12/6/2021 23:59,12/6/2021 23:59,12/13/2021 23:59,COOK SECURITY GROUP,12/7/2021 0:03,8214 S 192ND ST STE 104,KENT,WA,98032-1195,US,12/7/2021 0:04,104722838,22934176,TMS
